customerID,tenure,MonthlyCharges,churn_risk
8232-UTFOZ,69,19.95,0.017400332556799906
3750-YHRYO,7,20.65,0.10655056819935002
6637-KYRCV,5,30.5,0.3753083015118844
5668-MEISB,72,106.1,0.116379466692575
0129-QMPDR,44,20.5,0.04176564615007511
7188-CBBBA,65,95.5,0.17780946695125174
5356-CSVSQ,3,64.6,0.42066612371412726
3221-CJMSG,24,51.1,0.1519839940695259
4720-VSTSI,44,84.8,0.19245082707205238
3219-JQRSL,72,89.1,0.056243129309819076
2801-NISEI,24,54.95,0.14769964268487176
3946-MHCZW,1,50.9,0.5736917663664332
4623-ZKHLY,22,20.45,0.0509148431096551
6732-VAILE,70,85.95,0.074959658715603
8201-AAXCB,25,60.35,0.14747382196403
7696-CFTAT,37,19.8,0.04150559668549833
1845-CSBRZ,22,85.35,0.33822067710215714
2123-VSCOT,59,72.1,0.09779730370985783
6651-AZVTJ,49,99.8,0.303210629091378
4566-GOLUK,47,107.35,0.3012284507109742
2484-DGXPZ,31,19.55,0.09213233415126396
2018-QKYGT,1,81.05,0.8329817355120699
2792-VPPET,3,20.5,0.2110000493023797
7409-JURKQ,53,111.8,0.26862203448172656
3247-MHJKM,1,20.2,0.4178803967771662
1964-SVLEA,20,19.7,0.049889263783130716
4587-NUKOX,3,79.1,0.6157173951060796
7297-DVYGA,51,19.85,0.04069584663689832
2239-CGBUZ,51,60.5,0.11133433793296352
0854-UYHZD,13,19.55,0.0913089380350362
7243-LCGGZ,1,20.9,0.4470171761949143
8267-KFGYD,1,21.05,0.45515274300743064
4890-VMUAV,63,71.5,0.08099021884734764
9261-WDCAF,3,54.65,0.4454198166291887
3764-MNMOI,46,19.2,0.04431292704959579
7442-YGZFK,1,49.8,0.5238633016115853
0420-BWTPW,8,25.5,0.2167695803751427
8229-BUJHX,71,20.5,0.014917970542152978
7449-HVPIV,55,90.4,0.15647840042255087
5504-WSIUR,70,90.25,0.07305703953768028
8183-ONMXC,2,80.75,0.6899550708045997
8466-PZBLH,67,104.6,0.1801240903834403
9614-RMGHA,65,91.85,0.08660835036755302
8735-IJJEG,14,50.2,0.2021185444181654
0564-MUUQK,20,95.5,0.3869918110043607
5054-IEXZT,1,75.35,0.7977223581096703
5834-ASPWA,1,75.45,0.7844692895064236
0701-RFGFI,49,95.4,0.2807401279460008
0019-EFAEP,72,101.3,0.12187790433033585
5619-PTMIK,46,53.1,0.13963310342923937
3737-XBQDD,24,84.85,0.3249972630477096
5882-CMAZQ,5,34.25,0.37453791537302905
5846-QFDFI,33,88.6,0.3011222944903651
4445-KWOKW,42,60.15,0.15267305363974903
3511-APPBJ,23,99.95,0.4049641399519532
7967-HYCDE,8,70.7,0.4933152752495216
2430-RRYUW,66,54.8,0.057304733942382384
3948-XHGNA,24,49.55,0.16324426726806046
3723-BFBGR,24,54.8,0.14769964268487176
0565-IYCGT,69,78.6,0.0817404285582294
5447-WZAFP,53,100.3,0.2960189138721129
5110-CHOPY,60,53.6,0.07104881416047883
5445-UTODQ,7,81.1,0.6000301885478652
4425-OWHWB,20,19.35,0.054529213106712084
7892-QVYKW,23,85.6,0.33155596090302875
9675-ICXCT,72,80.8,0.06281929660372765
1024-VRZHF,11,74.95,0.4888132244526887
4703-MQYKT,21,19.6,0.05336889424024763
9497-QCMMS,1,93.55,0.8160307319653343
5692-ICXLW,31,90.7,0.30622928397880517
0602-DDUML,57,69.75,0.11585345960685167
2208-MPXIO,45,20.0,0.04225313155547426
1960-UYCNN,10,95.25,0.647818071817673
0348-SDKOL,58,102.1,0.26959738321255966
3190-FZATL,14,19.95,0.08729118849352853
7336-RLLRH,27,80.85,0.29146562422459504
4373-MAVJG,14,90.9,0.5416106545867149
8901-HJXTF,12,29.2,0.20650585737140312
7710-JSYOA,69,93.3,0.08330887502793384
5419-KLXBN,25,89.15,0.33439450850633984
3424-NMNBO,58,108.85,0.2556681108450781
9885-MFVSU,35,46.35,0.14114287232457767
4514-GFCFI,16,84.75,0.46031423998384846
0607-MVMGC,45,78.75,0.17645145061632062
3365-SAIGS,17,83.55,0.3895909736520373
9828-AOQLM,1,45.7,0.5646138388540226
8022-BECSI,22,19.6,0.05058890521765402
8000-REIQB,1,69.95,0.8011903124071604
9993-LHIEB,67,67.85,0.052317738912044005
0266-CLZKZ,67,105.65,0.17797098478805398
7615-ESMYF,2,44.6,0.5089889291252895
3858-VOBET,23,74.95,0.3013078528355536
7020-OZKXZ,9,75.5,0.5119562023699086
3977-QCRSL,5,20.15,0.16377323280528738
0017-DINOC,54,45.2,0.13300790389003103
1447-PJGGA,57,95.25,0.22871467384264016
8565-CLBZW,24,89.85,0.33065784173872337
9139-WQQDY,49,100.45,0.30481444360977605
0224-HJAPT,5,47.15,0.38412769317901924
8086-OVPWV,2,80.2,0.6993750789616595
9430-FRQOC,4,87.1,0.666173684127078
7639-OPLNG,70,79.25,0.07825148958008053
3074-GQWYX,5,75.9,0.6130884570764018
1492-QGCLU,53,85.7,0.16853694867629126
6845-RGTYS,47,98.75,0.309233087632337
7328-OWMOM,31,20.1,0.04507117384168842
4418-LZMSV,13,61.8,0.20760539881967888
5155-AZQPB,28,49.9,0.13487517404202745
8861-HGGKB,10,86.45,0.5974238917835507
1087-GRUYI,38,20.4,0.04091383370185432
7065-YUNRY,1,45.3,0.5667566959968797
7694-VLBWQ,67,104.1,0.18592209224405593
2546-KZAAT,52,75.4,0.15855082000885373
0181-RITDD,62,108.15,0.1720886737121989
5989-PGKJB,16,86.25,0.46480007940936197
4795-KTRTH,5,81.0,0.6252526054941366
8272-ONJLV,12,95.7,0.6223297038414547
1488-PBLJN,72,116.85,0.07935784399490105
0308-GIQJT,71,105.75,0.12408715056434078
3778-FOAQW,24,20.15,0.04539927721545834
4452-ROHMO,15,19.6,0.09336515302238524
6481-OGDOO,67,90.6,0.08260817849797919
3090-LETTY,2,60.95,0.46562168135360094
5349-AZPEW,5,25.05,0.31956299202099886
3753-TSEMP,15,88.15,0.4633744543485356
8305-VHZBZ,1,20.2,0.4178803967771662
9720-JJJOR,41,60.3,0.15540941007060807
8100-HZZLJ,43,63.95,0.1474624662256123
8775-ERLNB,1,74.3,0.7826538588409061
8309-IEYJD,1,70.6,0.7793834231278283
9172-JITSM,26,90.8,0.32531307474613286
6298-QDFNH,22,79.35,0.31135986090579115
7398-HPYZQ,71,90.55,0.05688902659031694
3546-GHEAE,7,19.45,0.11795552134265151
7361-YPXFS,28,64.45,0.15329766132201625
6557-BZXLQ,16,69.65,0.2992450271939598
2550-QHZGP,7,19.5,0.12875573784366492
7519-JTWQH,69,110.5,0.1456073041326592
2538-OIMXF,1,24.7,0.5032773278446299
8543-MSDMF,3,77.4,0.6158035104990275
9961-JBNMK,21,96.8,0.3897045906062487
1170-SASML,69,85.4,0.08019996783171475
4872-JCVCA,71,47.6,0.0636534658395988
5346-BZCHP,69,19.4,0.0228985633874401
2038-LLMLM,48,103.85,0.30747221674420655
6173-ITPWD,47,83.35,0.1968183418989541
9734-UYXQI,2,49.4,0.48803089678229505
1216-BGTSP,45,108.45,0.28843409644641654
4138-NAXED,51,81.0,0.16703027265634354
2189-UXTKY,22,79.2,0.31135986090579115
0744-BIKKF,72,86.65,0.05843884778141364
7483-IQWIB,37,92.95,0.2579585940777252
5248-KWLAR,71,90.35,0.05807467519371345
4958-GZWIY,7,48.7,0.2416956042320249
7996-MHXLW,66,25.15,0.022614873758904853
7833-PKIHD,51,76.4,0.1640250687518436
7061-OVMIM,30,19.55,0.048614753551745896
5153-RTHKF,34,85.35,0.2924508156450706
1852-QSWCD,64,24.8,0.019877652224592333
4832-VRBMR,65,103.15,0.17950877665302226
9079-LWTFD,47,100.75,0.3097184005501936
6356-ELRKD,1,95.6,0.795039881322943
8624-GIOUT,49,59.75,0.12483760660869458
3392-EHMNK,67,94.1,0.18475415146296062
5986-WWXDV,39,19.35,0.044682274292324166
3061-BCKYI,14,19.9,0.08859553631961546
6179-GJPSO,43,108.15,0.3242298739296837
7901-TBKJX,56,101.05,0.27574156573068964
7228-PAQPD,14,59.1,0.20727148578089127
3177-LASXD,1,71.35,0.7742664640635007
7746-QYVCO,16,55.85,0.22332223150020816
5804-HYIEZ,70,106.05,0.15781722672168574
9919-FZDED,72,84.1,0.0588799690121939
5934-TSSAU,23,75.3,0.2957969641551936
3486-KHMLI,21,24.7,0.06290248506585311
4897-QSUYC,1,20.15,0.4232716310740887
1084-UQCHV,1,69.75,0.8400611961165199
8290-YWKHZ,32,93.2,0.30019843124226797
2955-BJZHG,17,80.85,0.37338762605810705
3806-DXQOM,4,33.65,0.3728890302964698
6784-XYJAE,36,55.8,0.14498809461768677
3933-DQPWX,50,39.7,0.11581312609206855
6661-EIPZC,48,29.5,0.10010391209808342
8957-THMOA,50,20.15,0.04102626676932616
2251-PYLPB,72,79.55,0.05693341288139294
5555-RNPGT,10,24.8,0.14711607440534238
1057-FOGLZ,18,19.65,0.07367388082040453
9300-RENDD,1,79.95,0.8360753050181486
0761-AETCS,1,19.3,0.3186111991165115
8087-LGYHQ,9,94.05,0.6344202465165456
4137-BTIKL,2,90.75,0.7095001541153136
2190-BCXEC,40,78.85,0.2435244666569418
6227-FBDXH,69,99.5,0.17150706434686833
2153-MREFK,37,99.2,0.3305417656505729
2911-WDXMV,18,80.55,0.3311973475026738
7206-PQBBZ,11,70.2,0.4323067052404694
3106-ULWFW,8,85.2,0.6053258595171234
0925-VYDLG,3,75.25,0.6065858222008023
4547-FZJWE,55,59.45,0.1071794277132046
7422-WNBTY,33,93.35,0.29154568466630565
0842-IWYCP,46,44.95,0.1396056844910491
3521-HTQTV,34,26.1,0.059066659843970096
3744-ZBHON,3,20.2,0.21926351199887853
3373-DIUUN,30,21.25,0.06589844944893
8383-SGHJU,33,59.4,0.15026418795245483
7607-QKKTJ,45,95.0,0.26118861290517037
7707-PYBBH,40,61.9,0.1576489736130548
8984-HPEMB,71,118.65,0.15863601117946258
4349-GFQHK,1,54.35,0.5693225005886418
4139-DETXS,72,64.45,0.04776754037200101
9779-DPNEJ,22,80.15,0.3078625297483002
9805-FILKB,46,20.2,0.039525541449088215
5793-YOLJN,55,21.0,0.04498027343654242
0673-IGUQO,1,20.45,0.35380189556038333
4123-FCVCB,12,75.85,0.46859828450221563
8819-IMISP,31,80.45,0.2869644260011522
7802-EFKNY,5,24.95,0.28910612673474007
8311-UEUAB,67,75.5,0.08422277120504612
5858-EAFCZ,1,44.45,0.5431766028568059
8035-BUYVG,40,42.35,0.14572781318457914
1163-ONYEY,41,74.55,0.24834594020614822
9787-XVQIU,1,75.3,0.8137615737959447
8945-MUQUF,51,94.8,0.26181238136569207
5656-MJEFC,42,48.15,0.1497720238561456
6082-OQFBA,23,19.65,0.04568765884956891
8051-HJRLT,1,70.55,0.7793834231278283
8974-OVACP,1,20.15,0.4232716310740887
4010-YLMVT,56,106.6,0.2723536410366785
1379-FRVEB,15,91.0,0.46809465677706863
8612-GXIDD,12,25.4,0.12522618457697277
6288-CHQJB,54,69.95,0.135978123995275
8160-HOWOX,7,66.85,0.23493898136890962
3023-GFLBR,33,86.15,0.30613332622364564
6648-INWPS,16,20.15,0.09387142046996236
4223-BKEOR,21,64.85,0.16249246306866208
4079-VTGLK,30,74.85,0.2770215013684819
1763-WQFUK,3,50.5,0.47428589392189585
1391-UBDAR,11,72.9,0.4561908991740294
8894-JVDCV,62,115.05,0.14843748204333082
2023-VQFDL,18,19.0,0.07074392844015247
1345-GKDZZ,6,19.55,0.1334087368781218
2014-MKGMH,46,101.1,0.3097184005501936
5628-FCGYG,21,84.1,0.3409598958979816
2560-WBWXF,68,24.15,0.022502697810486375
0248-IPDFW,1,50.1,0.5294048844419006
7978-DKUQH,25,74.6,0.288284957117167
4335-UPJSI,24,19.75,0.04428339528790712
0524-IAVZO,30,85.0,0.3093288796546612
2737-YNGYW,2,80.55,0.7060502669827774
1784-EZDKJ,51,106.8,0.30118786951487775
9297-FVVDH,57,84.5,0.13094781104572686
8007-YYPWD,15,25.05,0.10740252449427605
7101-HRBLJ,72,83.7,0.058546009112444536
5159-YFPKQ,2,75.8,0.6781105558843836
6635-CPNUN,28,96.6,0.37662211756402264
4021-RQSNY,29,98.5,0.37583033432292007
5453-YBTWV,70,101.1,0.16669304497743398
5039-LZRQT,13,20.2,0.09212831294889709
2931-VUVJN,59,94.05,0.2013403777206664
9061-TIHDA,13,95.25,0.6051406907765517
8699-ASUFO,7,74.4,0.5464753520384964
6418-PIQSP,62,81.0,0.07980768331772477
8220-OCUFY,21,60.25,0.1665772283933374
3995-WFCSM,2,60.85,0.4695536529937519
1895-QTKDO,1,43.95,0.5407868855532955
2038-OEQZH,4,86.05,0.6548945948535331
1178-PZGAB,19,20.25,0.05986558804043916
7927-AUXBZ,30,85.15,0.31381280520457655
2626-VEEWG,67,19.4,0.022643049331932164
2878-RMWXY,72,102.65,0.1209221706252121
1657-DYMBM,53,19.9,0.04497404961271089
7311-MQJCH,5,19.55,0.15765945657887326
7375-WMVMT,71,95.5,0.12297739962647024
1136-XGEQU,50,84.15,0.18280980145858977
2530-FMFXO,56,103.2,0.2737381572518908
6844-DZKRF,2,50.2,0.4840048437267631
4695-WJZUE,2,88.55,0.7196868766623605
7619-ODSGN,24,54.75,0.14769964268487176
5970-GHJAW,46,19.95,0.04225313155547426
8879-XUAHX,71,116.25,0.0911748983341207
3689-MOZGR,29,31.2,0.17214410292541985
4195-PNGZS,69,24.45,0.026954591514741305
5003-XZWWO,71,84.2,0.06105780664072565
3988-RQIXO,1,91.3,0.8075495456365822
7622-FWGEW,56,85.65,0.1420291161818174
6922-NCEDI,56,21.2,0.04117014076057075
2514-GINMM,1,79.5,0.8361073442433942
9891-NQDBD,28,25.55,0.0747538729579941
6131-IUNXN,19,20.2,0.05986558804043916
8548-AWOFC,66,63.85,0.0500457068685754
9798-DRYDS,17,61.95,0.2098032813644202
8532-UEFWH,52,25.75,0.05055708193027342
6296-DDOOR,19,58.2,0.17416444215803192
7951-VRDVK,36,85.85,0.29247101768786904
5931-FLJJF,7,70.1,0.48915594602944973
4815-YOSUK,72,104.9,0.11659610860177588
2659-VXMWZ,67,111.3,0.15241111779545133
0380-NEAVX,34,99.85,0.3401979812827346
3207-OYBWH,57,95.25,0.22871467384264016
4285-GYRQC,7,86.25,0.622276137559444
7216-EWTRS,1,100.8,0.7999530253221816
4365-MSDYN,8,19.55,0.11630535510389095
7036-TYDEC,69,104.0,0.17363122244039952
5802-ADBRC,50,104.4,0.2970124125447895
8076-FEZKJ,10,19.5,0.11511937530734243
5197-YPYBZ,12,25.25,0.12177917026219699
8337-MSSXB,14,86.3,0.5335735707196079
4312-GVYNH,70,49.85,0.0648462279481182
8495-LJDFO,64,108.95,0.15920740690044632
0839-JTCUD,66,89.9,0.08392298876113509
5494-WOZRZ,71,82.0,0.058349393684842286
1302-UHBDD,20,89.95,0.34748489929448645
2234-EOFPT,72,79.35,0.06286643465086568
8619-IJNDK,71,64.05,0.04550206821097486
8378-LKJAF,38,101.15,0.3259099746539143
8182-BJDSI,28,89.95,0.324483595465935
2528-HFYZX,17,76.45,0.3753141687421933
1153-GNOLC,33,39.1,0.1418292482207906
3298-QEICA,23,34.6,0.17614709314047786
0788-DXBFY,58,19.55,0.03467635739580826
3597-YASZG,70,104.45,0.16052739420097864
3496-LFSZU,4,70.5,0.5734147032975262
5242-UOWHD,45,20.35,0.042729273925228635
2482-CZGBB,10,70.0,0.4665996148339389
6479-SZPLM,36,19.45,0.0417495182960442
8097-VBQTZ,54,69.9,0.1352076277643529
4500-HKANN,23,59.7,0.15100297981771502
9917-KWRBE,41,78.35,0.23630863544220346
3420-ZDBMA,5,71.45,0.5468814965527656
2212-LYASK,27,45.85,0.1418497446528758
1393-IMKZG,1,95.85,0.7865988392894411
8069-RHUXK,67,35.7,0.0803595552196125
3398-GCPMU,72,89.55,0.05422239985091919
2908-WGAXL,56,24.95,0.04923412062741808
3378-AJRAO,44,24.85,0.04919232550646799
1013-QCWAM,66,100.8,0.18078347683785487
0866-QLSIR,34,64.4,0.1542934483795849
6050-FFXES,69,105.35,0.16762899655666655
7181-BQYBV,1,102.45,0.7947002670748508
0362-RAOQO,40,19.65,0.0449463135405963
9554-DFKIC,30,54.45,0.14669093316914095
5527-ACHSO,11,70.5,0.44173031398330553
0829-DDVLK,15,20.1,0.09965435615934277
1399-UBQIU,11,69.35,0.3083736888386669
1813-JLKWR,64,19.8,0.01773555520126556
0336-PIKEI,72,74.4,0.06462286277592513
7322-OCWHC,72,93.05,0.05373053521160462
9537-VHDTA,1,51.2,0.5735213118209785
4957-TIALW,15,65.6,0.2292376064436993
2054-PJOCK,60,80.55,0.08367548487826071
9150-HEPMB,56,52.7,0.10857529078771931
9030-QGZNL,8,20.85,0.10661456076357441
6204-IEUXJ,3,80.1,0.6135228882144436
3126-WQMGH,49,52.15,0.13168579219503057
4529-CKBCL,2,80.2,0.6789159965904061
2506-CLAKW,6,98.15,0.7006206108661999
7176-WRTNX,70,114.95,0.1335073686439702
1583-IHQZE,12,112.95,0.5755024065189827
5732-IKGQH,52,104.45,0.3022377258279975
9239-GZHZE,72,113.65,0.0840555915112169
7205-BAIAD,40,20.6,0.04355337034079411
0151-ONTOV,1,70.9,0.7793834231278283
4140-MUHUG,3,86.85,0.6402925514583703
0093-EXYQL,40,91.55,0.24140237896324726
8064-RAVOH,1,49.85,0.5238633016115853
0219-QAERP,30,19.8,0.043836967249466466
0320-JDNQG,23,99.85,0.40595550774765093
7180-PISOG,1,74.5,0.8008188025136265
9168-INPSZ,44,104.15,0.3058895071931339
3571-RFHAR,65,109.15,0.17076812987976908
0015-UOCOJ,7,48.2,0.23913038684072055
5334-AFQJB,72,25.1,0.02108386132790235
2754-SDJRD,8,100.15,0.6882383366489659
9578-VRMNM,16,65.2,0.22943166515187152
1587-FKLZB,66,99.5,0.1766503387939741
6140-QNRQQ,1,71.55,0.7742664640635007
8963-JLGJT,3,55.9,0.46582568629390003
4307-KTUMW,53,93.9,0.2569510757529395
1465-LNTLJ,8,64.4,0.22366129645305194
5440-FLBQG,69,108.4,0.154472772692818
2135-DQWAQ,5,85.3,0.6345088564415039
4056-QHXHZ,72,107.45,0.11102945267542848
7470-MCQTK,13,48.75,0.20764879496917574
7488-MXJIV,4,85.65,0.6600223588120371
7401-JIXNM,54,91.3,0.16457142642468292
9339-FIIJL,72,85.95,0.05796869090774799
2027-FECZV,12,106.7,0.6442573444151222
2672-DZUOY,1,25.15,0.5385990046864892
4706-DGAHW,1,45.2,0.5572263887472743
3870-MQAMG,54,110.35,0.27815875137034135
6670-MFRPK,69,79.2,0.08101382757300772
6177-PEVRA,48,55.5,0.13263824771571725
4800-CZMPC,48,103.25,0.30747221674420655
4813-HQMGZ,8,90.25,0.6123968371490482
7579-KKLOE,71,91.25,0.055370261080116626
7377-DMMRI,2,47.8,0.5337162697658608
8402-EIVQS,67,100.9,0.18078347683785487
4947-DSMXK,34,97.7,0.32695566102355983
7245-NIIWQ,3,69.85,0.5451313788614559
0002-ORFBO,9,65.6,0.22992526226184487
3324-OIRTO,71,104.65,0.13391647748741772
5414-OFQCB,57,90.45,0.12840150668769432
4967-WPNCF,72,63.7,0.04293721626784034
8552-OBVRU,48,104.5,0.30580794228245267
8499-BRXTD,18,20.1,0.0721247616201195
9154-QDGTH,43,104.3,0.3283155085837785
8197-BFWVU,72,93.25,0.056222379489656686
2577-GVSIL,35,73.45,0.23384438912941455
9367-OIUXP,4,20.7,0.15702209127664538
6770-UAYGJ,49,25.25,0.051412049919623046
6463-HHXJR,71,100.5,0.13454892660212023
7928-VJYAB,11,90.6,0.5616603246180698
1187-WILMM,63,89.4,0.08429587491841171
9776-OJUZI,65,95.45,0.1785177190630126
1306-RPWXZ,49,20.45,0.03880507592181822
8949-JTMAY,29,98.6,0.37243125175411274
2774-LVQUS,15,83.05,0.4555222232825489
3097-PYWXL,4,19.95,0.15192789088765346
2266-SJNAT,72,109.15,0.09816526844436253
0869-PAPRP,26,85.7,0.31562095506623394
4238-JSSWH,35,102.05,0.3391366353513272
2972-YDYUW,57,94.7,0.21590496457203415
1104-FEJAM,28,64.4,0.1505979734099507
2809-ILCYT,25,26.8,0.09479456064522085
5499-ECUTN,47,66.05,0.12378447601660973
4981-FLTMF,57,65.2,0.08582601268572508
9121-PHQSR,16,85.05,0.4531494571353176
3113-IWHLC,5,55.8,0.32072135224536125
3211-ILJTT,17,70.4,0.3385620724315624
4612-THJBS,56,104.75,0.2831622431542969
4277-BWBML,72,19.95,0.01573967951524124
4094-NSEDU,21,94.25,0.37056533811068126
0234-TEVTT,48,45.0,0.13382524225822806
4304-TSPVK,68,114.9,0.14323161635588338
1552-AAGRX,30,106.4,0.3519827459216668
2637-FKFSY,3,46.1,0.478018366154032
9796-MVYXX,14,39.7,0.21420479781793808
7874-ECPQJ,4,20.05,0.15509596187058217
0020-INWCK,71,95.75,0.12459526913944119
7089-RKVSZ,8,24.4,0.14911116247233452
2683-JXWQQ,61,33.6,0.08353525003157616
9548-ZMVTX,72,90.45,0.053023292067102136
8739-XNIKG,5,84.0,0.6272211683744657
9755-JHNMN,49,67.4,0.12339790709378354
3981-QSVQI,8,19.7,0.11396873966497291
2789-HQBOU,3,80.35,0.621892374769429
9424-CMPOG,9,19.6,0.13612079553352407
5067-WJEUN,67,54.2,0.05643642535599773
3450-WXOAT,46,45.2,0.1315874681561896
9251-WNSOD,67,75.1,0.08136575140182188
6974-DAFLI,55,19.7,0.04344164237982661
2616-UUTFK,33,72.75,0.24517876733486874
7064-JHXCE,62,20.05,0.016000706933357894
5103-MHMHY,1,45.95,0.5687517698885053
7989-AWGEH,49,39.2,0.12200210473002862
4373-VVHQL,1,44.75,0.5484656094671845
4559-UWIHT,14,82.65,0.48430431257176
7268-IGMFD,18,93.9,0.39180077614772296
1846-XWOQN,1,70.15,0.7875432887542069
0235-KGSLC,1,85.55,0.8269172629803461
6650-BWFRT,72,117.15,0.07935784399490105
9570-KYEUA,64,99.25,0.17917179992476956
6993-YGFJV,69,112.55,0.14620154168491445
2712-SYWAY,1,25.7,0.4906763379586961
0730-BGQGF,71,90.3,0.05807467519371345
5498-IBWPI,66,49.4,0.06885764934782802
9101-NTIXF,2,19.4,0.1940612867307878
0013-SMEOE,71,109.7,0.10043390101835868
9314-QDMDW,11,61.25,0.211926495222339
9308-ANMVE,47,55.3,0.13306197380781026
2884-GBPFB,35,70.3,0.24371703084710958
3757-NJYBX,32,106.35,0.35101818932830253
3413-DHLPB,60,103.75,0.20311588918582887
7649-PHJVR,11,19.5,0.10753874207731143
6114-TCFID,29,39.5,0.1610563016687899
3787-TRIAL,21,26.05,0.07472345163104385
2573-GYRUU,48,91.05,0.18756600690403694
5156-UMKOW,3,29.65,0.4385713294634431
1247-QBVSH,43,50.2,0.14933449499682871
6734-GMPVK,5,105.3,0.683471545753508
9822-OAOVB,1,55.45,0.5538082605990166
6161-ERDGD,71,85.45,0.060387146980259876
1226-JZNKR,8,19.8,0.11461441876817817
7318-EIVKO,8,59.25,0.22240756795438835
3771-PZOBW,20,90.7,0.3392332048372177
5136-KCKGI,33,103.7,0.3515781921447933
8231-BSWXX,71,79.05,0.06476639307399493
6486-LHTMA,31,90.7,0.30622928397880517
4083-BFNYK,38,95.0,0.30279721118353753
3722-WPXTK,1,88.35,0.8230506981121297
7389-KBFIT,2,30.25,0.5090113384407752
7176-WIONM,12,49.85,0.21222649367198143
5141-ZUVBH,9,93.0,0.6253932419219833
1089-HDMKP,11,54.55,0.20849853425211826
7623-HKYRK,6,19.7,0.1261368764536409
0310-SUCIN,71,84.8,0.06094210416138681
5197-PYEPU,42,94.45,0.2809986768178638
2929-ERCFZ,8,94.2,0.6458687650889141
7548-SEPYI,5,96.25,0.6912694995305276
8835-VSDSE,2,70.7,0.61302984157259
6619-RPLQZ,45,20.85,0.044381095654092345
3275-RHRNE,28,60.0,0.14751121340180398
3503-TYDAY,43,80.45,0.2145032712464105
6901-GOGZG,60,84.95,0.08691162787885238
1623-NLDOT,42,33.55,0.14839492238754048
7021-XSNYE,7,49.65,0.2541581735901298
9621-OUPYD,25,20.2,0.04347225558440427
9898-KZQDZ,40,94.55,0.29235103202472024
8982-NHAVY,27,100.5,0.3863610130365499
4307-KWMXE,10,35.75,0.23207198949312452
0141-YEAYS,27,86.45,0.3190806488109614
2450-ZKEED,11,53.8,0.2085870458203307
3694-DELSO,4,38.55,0.4008066792619037
3893-JRNFS,68,39.9,0.07893351598675397
9603-OAIHC,1,70.05,0.7964780070560107
1133-KXCGE,18,20.1,0.0721247616201195
5236-PERKL,57,112.95,0.24459663770708084
0142-GVYSN,26,20.3,0.040686501511758844
1049-FYSYG,17,35.65,0.20238945811600687
7854-FOKSF,1,35.9,0.5501768755187996
2519-FAKOD,38,99.25,0.32571953900189315
8406-LNMHF,59,82.95,0.10773381226288559
1821-BUCWY,30,55.65,0.14911223189620929
8263-JQAIK,2,24.45,0.38786356550294804
0023-UYUPN,50,25.2,0.050192398273414526
8314-DPQHL,9,50.8,0.23508518694246006
1465-WCZVT,3,19.65,0.20586356245124032
9481-SFCQY,14,59.8,0.21897429238720714
6360-SVNWV,31,73.55,0.2522867828098478
0567-GGCAC,7,61.4,0.2186340838280224
7089-IVVAZ,8,103.35,0.6898133884612957
8884-MRNSU,17,19.9,0.09226544686711165
2171-UDMFD,32,19.45,0.058201916930104146
9050-IKDZA,2,81.5,0.6799232310839247
2205-YMZZJ,7,84.8,0.6237985933745401
9802-CAQUT,72,109.55,0.09051776986062259
1254-IZEYF,31,99.95,0.36004263548639864
0187-WZNAB,27,74.4,0.2794181710105488
9492-TOKRI,18,90.0,0.3997544677061257
1475-VWVDO,7,74.9,0.5401519864310237
9221-OTIVJ,14,104.85,0.5717060050108671
1357-MVDOZ,11,59.65,0.2134236409160595
7602-MVRMB,72,110.45,0.08606087217923825
3325-FUYCG,28,106.1,0.38331166777607595
5908-QMGOE,15,74.2,0.4490046451257181
1197-BVMVG,4,74.45,0.6147593453146231
5406-KGRMX,71,24.55,0.019949028571256553
8481-YYXWG,5,89.35,0.6437194798335186
5968-HYJRZ,47,24.55,0.049536939720486076
5198-EFNBM,57,90.65,0.12636236306678356
7516-GMHUV,50,105.05,0.29601955454924517
7140-ADSMJ,8,20.45,0.10361871149445015
2230-XTUWL,48,19.55,0.04074034384341971
7706-YLMQA,70,19.7,0.019523100094524615
2585-KTFRE,1,70.45,0.7793834231278283
7994-UYIVZ,8,85.65,0.6118202042687295
2609-IAICY,1,77.15,0.8361073442433942
1740-CSDJP,1,35.25,0.5511822068211606
7717-BICXI,60,20.55,0.02205090718885381
6559-RAKOZ,49,97.95,0.2900544205795457
2636-OHFMN,4,48.55,0.40977030964601596
4716-MRVEN,29,20.0,0.044496614567644234
2143-LJULT,67,25.25,0.02408492436065833
1323-OOEPC,53,98.4,0.2845057436670221
3200-MNQTF,67,70.9,0.07785762738944287
6164-HXUGH,6,19.85,0.13318559876794314
5630-IXDXV,47,106.35,0.31579826916505127
0320-DWVTU,53,99.5,0.2866672251802486
9135-MGVPY,69,84.7,0.07995073601198106
1212-GLHMD,3,86.05,0.6383192363391649
7878-JGDKK,4,44.55,0.3927299110827407
1088-AUUZZ,56,75.85,0.13793791108252973
0397-GZBBC,59,93.85,0.23200180129037073
6614-YWYSC,61,25.0,0.02670290315396723
9588-OZDMQ,2,45.0,0.5370526175852902
7641-EUYET,46,100.7,0.31884097589715926
6476-EPYZR,12,20.5,0.09309752977234009
9921-ZVRHG,14,80.45,0.47123571936295183
1174-FGIFN,28,90.45,0.32353958972293434
6620-HVDUJ,24,60.45,0.15132311461535836
4701-MLJPN,31,55.25,0.15047564710014075
1032-MAELW,68,78.45,0.08438635033237755
